cord_uid,source_x,title,license,abstract,publish_time,authors,journal,publish_year,abstract_word_count
z4mj4dgv,Medline; PMC,Correction to: Psychometric Validation of the Bangla Fear of COVID-19 Scale: Confirmatory Factor Analysis and Rasch Analysis,no-cc,No Abstract,2020-09-16,"Griffiths, Mark D.; Pakpour, Amir H.; Mamun, Mohammed A.",Int J Ment Health Addict,2020.0,2
7ts0sehs,Medline; PMC,Inclusion of Pregnant and Lactating Persons in COVID-19 Vaccination Efforts,no-cc,This commentary discusses the interplay of pregnancy and SARS-CoV-2 infection. The authors explain why COVID-19 vaccination efforts should not exclude pregnant women.,2021-01-26,"Riley, Laura E.; Jamieson, Denise J.",Ann Intern Med,2021.0,22
ynqfauyt,ArXiv; Medline,TJU-DHD: A Diverse High-Resolution Dataset for Object Detection,arxiv,"Vehicles, pedestrians, and riders are the most important and interesting objects for the perception modules of self-driving vehicles and video surveillance. However, the state-of-the-art performance of detecting such important objects (esp. small objects) is far from satisfying the demand of practical systems. Large-scale, rich-diversity, and high-resolution datasets play an important role in developing better object detection methods to satisfy the demand. Existing public large-scale datasets such as MS COCO collected from websites do not focus on the specific scenarios. Moreover, the popular datasets (e.g., KITTI and Citypersons) collected from the specific scenarios are limited in the number of images and instances, the resolution, and the diversity. To attempt to solve the problem, we build a diverse high-resolution dataset (called TJU-DHD). The dataset contains 115,354 high-resolution images (52% images have a resolution of 1624$\times$1200 pixels and 48% images have a resolution of at least 2,560$\times$1,440 pixels) and 709,330 labeled objects in total with a large variance in scale and appearance. Meanwhile, the dataset has a rich diversity in season variance, illumination variance, and weather variance. In addition, a new diverse pedestrian dataset is further built. With the four different detectors (i.e., the one-stage RetinaNet, anchor-free FCOS, two-stage FPN, and Cascade R-CNN), experiments about object detection and pedestrian detection are conducted. We hope that the newly built dataset can help promote the research on object detection and pedestrian detection in these two scenes. The dataset is available at https://github.com/tjubiit/TJU-DHD.",2020-11-18,"Pang, Yanwei; Cao, Jiale; Li, Yazhao; Xie, Jin; Sun, Hanqing; Gong, Jinfeng",IEEE transactions on image processing : a publication of the IEEE Signal Processing Society,2020.0,237
fiqfzyf2,Medline; WHO,A COVID Reset: The Future of the Long-Term Care Ombudsman Program and Its Volunteer Advocates,unk,No Abstract,,"Nelson, H Wayne; Netting, F Ellen",J Gerontol Soc Work,,2
yel456kv,Medline; PMC; WHO,Iota-carrageenan and xylitol inhibit SARS-CoV-2 in Vero cell culture,cc-by,"Last year observed a global pandemic caused by SARS-CoV-2 (severe acute respiratory syndrome-coronavirus 2) infection affecting millions of individuals worldwide. There is an urgent unmet need to provide an easily producible and affordable medicine to prevent transmission and provide early treatment for this disease. Since the nasal cavity and the rhinopharynx are the sites of initial replication of SARS-CoV-2, a nasal spray may be an effective option to target SARS-CoV-2 infection. In this study, we tested the antiviral action of three candidate nasal spray formulations against SARS-CoV-2 in vitro. We determined that iota-carrageenan in concentrations as low as 6 μg/mL inhibits SARS-CoV-2 in vitro. The concentrations of iota-carrageenan with activity against SARS-CoV-2 in vitro may be easily achieved through the application of nasal sprays as commonly used in several countries. Recently a double-blind, placebo-controlled study showed that iota-carrageenan in isotonic sodium chloride reduces ca. five times the risk of infection by SARS-CoV-2 in health care personnel. Further, xylitol at a concentration of 50 mg/mL (ca. 329 mM) was found to exert some antiviral action, though this preliminary finding needs further confirmation.",2021-11-19,"Bansal, Shruti; Jonsson, Colleen B.; Taylor, Shannon L.; Figueroa, Juan Manuel; Dugour, Andrea Vanesa; Palacios, Carlos; Vega, Julio César",PLoS One,2021.0,181
wsqwgx9u,Medline; PMC,Sequencing of DC-SIGN promoter indicates an association between promoter variation and risk of nasopharyngeal carcinoma in cantonese,cc-by,BACKGROUND: The dendritic cell-specific intercellular adhesion molecule 3 grabbing non-integrin (DC-SIGN) is an important pathogen recognition receptor of the innate immune system. DC-SIGN promoter variants play important role in the susceptibility to various infectious diseases. Nasopharyngeal carcinoma (NPC) is a malignancy that is common in southern China and whether DC-SIGN promoter variants have effects on susceptibility to NPC is still unknown. The aim of this study is to ascertain the potential involvement of DC-SIGN promoter single nucleotide polymorphisms (SNPs) in NPC susceptibility. METHODS: We conducted a case control study based on Cantonese population including 444 NPC patients and 464 controls matched on age and sex. The 1041 bp of DC-SIGN promoter region was directly sequenced for all samples. Sequence alignment and SNP search were inspected using DNAStar analysis programs and haplotype frequencies were estimated in Haploview V 4.0. The associations between the SNPs and the risk of NPC were analyzed using chi-square test and non-conditional logistic regression analysis with SPSS 13.0 software. RESULTS: A total of six variants were observed in the DC-SIGN promoter region and DC-SIGN -139 GG and -939 AA were significantly associated with NPC risk with adjusted Odds Ratios (ORs) of 2.10 (95% confidence interval [CI] = 1.23-3.59; P = 0.006) and 2.52 (1.29-4.93; P = 0.007) respectively and subjects carrying the risk allele DC-SIGN -871 G had 1.47-fold (95% CI = 1.14-1.90) increased risks of developing NPC (P = 0.003). Haplotype analysis revealed that h1 'AAAG' was significantly associated with protection against NPC (OR = 0.69; P = 0.0002) and the association was still significant when using 1000 permutation test runs (P = 0.001). CONCLUSIONS: Our study indicated that DC-SIGN promoter variants appear to be involved in the susceptibility to NPC and the detailed mechanism of this effect need further studies.,2010-11-11,"Xu, Ya-Fei; Liu, Wan-Li; Dong, Ju-Qin; Liu, Wen-Sheng; Feng, Qi-Sheng; Chen, Li-Zhen; Zeng, Yi-Xin; Zeng, Mu-Sheng; Jia, Wei-Hua",BMC Med Genet,2010.0,295
skoeopib,Elsevier; Medline; PMC,Advanced approaches for a better understanding of scientific knowledge transfer in forest and forest-related policy,no-cc,No Abstract,2020-04-08,"Böcher, Michael",For Policy Econ,2020.0,2
p2k78kis,Medline; PMC,Can Cultured Meat Be an Alternative to Farm Animal Production for a Sustainable and Healthier Lifestyle?,cc-by,"Producing animal proteins requires large areas of agricultural land and is a major source of greenhouse gases. Cellular agriculture, especially cultured meat, could be a potential alternative for the environment and human health. It enables meat and other agricultural products to be grown from cells in a bioreactor without being taken from farm animals. This paper aims at an interdisciplinary review of literature focusing on potential benefits and risks associated with cultured meat. To achieve this goal, several international databases and governmental projects were thoroughly analyzed using keywords and phrases with specialty terms. This is a growing scientific domain, which has generated a series of debates regarding its potential effects. On the one hand the potential of beneficial effects is the reduction of agricultural land usage, pollution and the improvement of human health. Other authors question if cultured meat could be a sustainable alternative for reducing gas emissions. Interestingly, the energy used for cultured meat could be higher, due to the replacement of some biological functions, by technological processes. For potential effects to turn into results, a realistic understanding of the technology involved and more experimental studies are required.",2021-10-04,"Munteanu, Camelia; Mireşan, Vioara; Răducu, Camelia; Ihuţ, Andrada; Uiuiu, Paul; Pop, Daria; Neacşu, Alexandra; Cenariu, Mihai; Groza, Ioan",Front Nutr,2021.0,189
t0m5p9st,Medline; PMC,The Influence of Arginine Methylation in Immunity and Inflammation,cc-by-nc,"Exploration in the field of epigenetics has revealed that protein arginine methyltransferases (PRMTs) contribute to disease, and this has given way to the development of specific small molecule compounds that inhibit arginine methylation. Protein arginine methylation is known to regulate fundamental cellular processes, such as transcription; pre-mRNA splicing and other RNA processing mechanisms; signal transduction, including the anti-viral response; and cellular metabolism. PRMTs are also implicated in the regulation of physiological processes, including embryonic development, myogenesis, and the immune system. Finally, the dysregulation of PRMTs is apparent in cancer, neurodegeneration, muscular disorders, and during inflammation. Herein, we review the functions of PRMTs in immunity and inflammation. We also discuss recent progress with PRMTs regarding the modulation of gene expression related to T and B lymphocyte differentiation, germinal center dynamics, and anti-viral signaling responses, as well as the clinical relevance of using PRMT inhibitors alone or in combination with other drugs to treat cancer, immune, and inflammatory-related diseases.",2022-05-13,"Srour, Nivine; Khan, Sarah; Richard, Stephane",J Inflamm Res,2022.0,157
szxb3fph,Medline; PMC,Rheumatology practice amidst the COVID-19 pandemic: a pragmatic view,cc-by-nc,"The coronavirus disease 2019 (COVID-19) pandemic has come with many challenges for healthcare providers and patients alike. In addition to the direct burden it has placed on societies and health systems, it had a significant impact in the care of patients with chronic diseases, as healthcare resources were deployed to fight the crisis, and major travel and social restrictions were adopted. In the field of rheumatology, this has required notable efforts from departments and clinicians to adapt to the novel status quo and assure the follow-up of patients with rheumatic and musculoskeletal diseases. In the present viewpoint, we provide a practical approach to tackle this reality. Key measures include setting up preventive team management strategies, optimising communication with patients and reorganising patient care in all its dimensions. We then anticipate the nuances of rheumatology practice as restrictive measures are progressively lifted, while an effective vaccine is still pending. This includes the need to reimpose the same strategy as further waves unfold. Finally, we look ahead and address the lessons we can incorporate into post-COVID-19 rheumatology.",2020-06-25,"Romão, Vasco C; Cordeiro, Inês; Macieira, Carla; Oliveira-Ramos, Filipa; Romeu, José Carlos; Rosa, Carlos Miranda; Saavedra, Maria João; Saraiva, Fernando; Vieira-Sousa, Elsa; Fonseca, João Eurico",RMD Open,2020.0,175
hm0rbgb5,Medline; PMC; WHO,Playing remotely in times of crisis: A program to overcome social isolation,no-cc,"OBJECTIVES: This study aims to examine the feasibility of an intergenerational remote intervention program designed to promote the wellbeing and social connection of vulnerable older adults, mainly people with aphasia and dementia during the COVID‐19 pandemic in the south of Brazil. Undergraduate students were guided to lead weekly sessions of clowning, storytelling, dancing, and cooking‐related activities for 3 months (from November/2020 to February/2021). METHOD: The mixed‐method design of the study addresses the implementation and feasibility of the program. Data analysis considered both quantitative—number of individuals who accepted the invitation to participate, voluntary dropouts, attendance—and qualitative data—participative observation and thematic analysis of evaluative conversations. An inclusive group of 34 older adults with stroke‐induced cognitive impairments, dementia and individuals without any neurological conditions enrolled in the program based on social and racial equity principles. Feasibility and acceptability were addressed in terms of recruitment, implementation, remote evaluation, delivery of remote intervention, adherence, and attendance. Activities and participants' perceptions are described. RESULTS: The initial period of the program achieved 83.7% of adherence and sustainability for additional 3 months. Preliminary results suggest feasibility and acceptability, considering formal and informal support in digital inclusion. Participatory observations describe that the structure of sessions and activities were well received. The analysis of participants' perceptions detects the thematic saliency of feelings of social connection and a sense of having learned with the group. CONCLUSIONS: Preliminary results of this study demonstrate the feasibility and acceptability of the program, pointing to its potential mental health benefits.",2021-10-14,"Brandão, Lenisa; Bauer, Magda Aline; Haas, Aline Nogueira; Silveira, Raquel da Silva; Alves, Camila Pereira; de Souza, Daiana Neri; Beber, Bárbara Costa; de Oliveira, Walter Ferreira",Int J Geriatr Psychiatry,2021.0,245
6yzddeua,Elsevier; Medline; PMC,Should Beach Travel in the Philippines Resume During the COVID-19 Outbreak?,els-covid,No Abstract,2020-10-19,"Opiniano, Gina A.; Biana, Hazel T.; Dagwasi, Charlie M.; Joaquin, Jeremiah Joven B.",Public Health,2020.0,2
1gdnt6ed,Elsevier; Medline; PMC; WHO,Research Highlights.,cc-by-nc-nd,No Abstract,2020-08-19,Anonymous,Molecular therapy : the journal of the American Society of Gene Therapy,2020.0,2
6dvv68zz,Elsevier; Medline; PMC; WHO,Purpura as a late complication of covid-19 infection that should not be ignored: Case report and brief review,no-cc,"INTRODUCTION AND IMPORTANCE: The SARS COV2 infection is a challenging pandemic that has affected millions of people with a very high mortality rate. In addition to the typical respiratory symptoms, it can also cause variable skin lesions, such as vascular purpura in some exceptional cases. CASE PRESENTATION: We report the case of a 60-year-old woman who was admitted for a SARS COV2 infection, the evolution was marked by the appearance of a vascular purpura at D20 after the beginning of the symptoms. DISCUSSION: The cutaneous manifestations associated with the SARS COV2 infection are polymorphic. Vascular purpura is one of them. Its diagnosis is retained in the light of a combination of arguments, which makes it a real challenge for the physician to diagnose it. The management of the disease is based on a symptomatic treatment. The clinical evolution is, in general, favorable. CONCLUSION: Although rare and still not fully explained, skin involvement during SARS COV2 infection has been described. It should not be neglected and it should be diagnosed early and treated appropriately, especially in asymptomatic patients.",2022-01-01,"Jabri, Meryem; El Houda Lamaasab, Nour; Daoudi, Chaimae; Jabrouni, Fadoua; Benzekri, Hajar; Bouchlarhem, Amine; Oulali, Nourdinne",Ann Med Surg (Lond),2022.0,177
bm56l3wn,Medline; WHO,"Assessment of Galectin-1, Galectin-3, and Prostaglandin E2 Levels in Patients with COVID-19",unk,"It is important to determine the inflammatory biomarkers in the severity of coronavirus disease 2019 (COVID-19) with the emergence of the pandemic. Galectins and prostaglandins play important roles in the regulation of immune and inflammatory responses. Therefore, this study aimed to investigate Galectin-1 (Gal-1), Galectin-3 (Gal-3), and prostaglandin E2 (PGE2) levels in patients with COVID-19. Serum concentrations of Gal-1, Gal-3, and PGE2 were measured using enzyme-linked immunosorbent assay on 84 patients with COVID-19 (severe = 29 and nonsevere = 55) and 56 healthy controls. In this study, increased levels of Gal-1 (median, 9.86, 6.35, and 3.67 ng/mL), Gal-3 (median, 415.31, 326.33, and 243.13 pg/mL), and PGE2 (median, 193.17, 192.58, and 124.62 pg/mL) levels were found in patients with COVID-19 than in healthy controls (P < 0.001 for all). In the severe disease group, Gal-3 levels were higher, while no differences were noted in Gal-1 and PGE2 levels (P = 0.011, P = 0.263, and P = 0.921, respectively). Serum levels of Gal-1 were positively correlated with those of Gal-3 (P = 0.871 and P < 0.001). Gal-3, C-reactive protein, lymphocyte count, and age were found as independent predictors of disease severity (P = 0.002, P = 0.001, P = 0.007, and P = 0.003, respectively). With the emergence of effective drug needs in the COVID-19 pandemic, differentiation of severe disease is important. Therefore, Gal-3 could be a potential prognostic biomarker of COVID-19.",,"Kazancioglu, Sumeyye; Yilmaz, Fatma Meric; Bastug, Aliye; Ozbay, Bahadir Orkun; Aydos, Omer; Yücel, Çigdem; Bodur, Hurrem; Yilmaz, Gulsen",Jpn J Infect Dis,,232
k3qm27e6,Elsevier; Medline; PMC,The surgeon and the COVID-19 pandemic - Perspective,els-covid,No Abstract,2020-05-07,"Verzaro, Roberto; Nishida, Seigo",Int J Surg,2020.0,2
wn7qpljf,MedRxiv; WHO,"Rapid, Affordable and Scalable SARS-CoV-2 Detection from Saliva",medrxiv,"Here we present an inexpensive, rapid, and robust RT-LAMP based SARS-CoV-2 detection method that is easily scalable, enabling point of care facilities and clinical labs to determine results from patients' saliva directly in 30 minutes for less than $2 a sample. The method utilizes a novel combination of widely available reagents that can be prepared in bulk, plated and frozen and remain stable until samples are received. This innovation dramatically reduces preparation time, enabling high-throughput automation and testing with time to results (including setup) in less than one hour for 96 patient samples simultaneously when using a 384 well format. By utilizing a dual-reporter (phenol red pH indicator for end-point detection and SYTO-9 fluorescent dye for real-time), the assay also provides internal validation of results and redundancy in the event of an instrument malfunction.",2021-04-05,"Hayden, A.; Kuentzel, M.; Chittur, S. V.",Unknown,2021.0,134
k4bni2o0,Medline; PMC,Physicians' Knowledge and Practices Regarding Asthma in Jordan: A Cross-Sectional Study,cc-by,"Objectives: Asthma is a chronic non-communicable disease that causes significant morbidity and mortality and requires ongoing clinical care. Appropriate knowledge by physicians is vital in the management of asthma. Therefore, this study aims to explore and identify the gaps in physicians' knowledge and practices concerning the management of asthma. Methods: A cross-sectional study using an online survey was conducted in Jordan to understand the gap in knowledge and practices in the management of asthma among physicians. A previously validated questionnaire was employed, the Physicians' Practice Assessment Questionnaire (PPAQ). The knowledge questions based on the Global Initiative for Asthma (GINA) guidelines were used to assess knowledge and practice among the study's participants. Predictors of good practice were identified using logistic regression. Results: A total of 271 physicians participated in this survey. The overall knowledge among physicians scored above 78%. However, gaps were pertinent to identifying the signs of asthma attacks that accounted for 61.9% of the participants, whereas only 67.6% of the physicians knew the drugs used for the management of asthma. The study revealed alarming results when practices were assessed, with the overall percentage of physicians applying the required practices did not exceed 57.1 ± 25.7%. Logistic regression analysis to determine predictors of good practice showed that out of several independent variables, physicians who see 6–10 asthma patients per day are five times more likely to follow the guidelines' recommendations in their practice; senior physicians (>50 years old) and those who see 1–5 asthma patients daily are around two times more likely to follow the guidelines (p 0.001). Conclusions: The findings of this study identified the need to transform knowledge into practice. This could be achieved through professional education and constant reminders to physicians in a simple form, as well as a clinical audit of practice. There is a need for novel knowledge transfer approaches to induce behavioral and practice change toward the management of asthma.",2021-08-31,"Dahmash, Eman Z.",Front Public Health,2021.0,316
gm9564re,Medline; WHO,The effect of RAS blockers on the clinical characteristics of COVID-19 patients with hypertension.,cc-by-nc-nd,"Background Coronavirus disease 2019 (COVID-19), caused by a novel coronavirus (designated as SARS-CoV-2) has become a pandemic worldwide. Based on the current reports, hypertension may be associated with increased risk of sever condition in hospitalized COVID-19 patients. Angiotensin-converting enzyme 2 (ACE2) was recently identified to functional receptor of SARS-CoV-2. Previous experimental data revealed ACE2 level was increased following treatment with ACE inhibitors (ACEIs) and angiotensin receptor blockers (ARBs). Currently doctors concern whether these commonly used renin-angiotensin system (RAS) blockers-ACEIs/ARBs may increase the severity of COVID-19. Methods We extracted data regarding 50 hospitalized hypertension patients with laboratory confirmed COVID-19 in the Renmin Hospital of Wuhan University from Feb 7 to Mar 03, 2020. These patients were grouped into RAS blockers group (Group A, n=20) and non-RAS blockers group (Group B, n=30) according to the basic blood pressure medications. All patients continued to use pre-admission antihypertensive drugs. Clinical severity (symptoms, laboratory and chest CT findings, etc.), clinical course, and short time outcome were analyzed after hospital admission. Results Ten (50%) and seventeen (56.7%) of the Group A and Group B participants were males (P=0.643), and the average age was 52.65±13.12 and 67.77±12.84 years (P=0.000), respectively. The blood pressure of both groups was under effective control. There was no significant difference in clinical severity, clinical course and in-hospital mortality between Group A and Group B. Serum cardiac troponin I (cTnI) (P=0.03), and N-terminal (NT)-pro hormone BNP (NT-proBNP) (P=0.04) showed significant lower level in Group A than in Group B. But the patients with more than 0.04ng/mL or elevated NT-proBNP level had no statistical significance between the two groups. In patients over 65 years or under 65 years, cTnI or NT-proBNP level showed no difference between the two groups. Conclusions We observed there was no obvious difference in clinical characteristics between RAS blockers and non-RAS blockers groups. These data suggest ACEIs/ARBs may have few effects on increasing the clinical severe conditions of COVID-19.",2020-04-01,"Huang, Zheyong; Cao, Jiatian; Yao, Yumeng; Jin, Xuejuan; Luo, Zhe; Xue, Yuan; Zhu, Chouwen; Song, Yanan; Wang, Ying; Zou, Yunzeng; Qian, Juying; Yu, Kaihuan; Gong, Hui; Ge, Junbo",Annals of translational medicine,2020.0,319
y0eeymcf,Medline; PMC,"Association of community engagement with vaccination confidence and uptake: A cross-sectional survey in Sierra Leone, 2019",cc-by,"BACKGROUND: The 2014-2016 Ebola epidemic disrupted childhood immunization in Sierra Leone, Liberia, and Guinea. After the epidemic, the Government of Sierra Leone prioritized community engagement to increase vaccination confidence and uptake. To support these efforts, we examined potential drivers of vaccination confidence and uptake in Sierra Leone. METHODS: We conducted a population-based household survey with primary caregivers of children in a birth cohort of 12 to 23 months in four districts with low vaccination coverage in Sierra Leone in 2019. Modified Poisson regression modeling with robust variance estimation was used to examine if perceived community engagement in planning the immunization program in the community was associated with vaccination confidence and having a fully vaccinated child. RESULTS: The sample comprised 621 age-eligible children and their caregivers (91% response rate). Half of the caregivers (52%) reported that it usually takes too long to get to the vaccination site, and 36% perceived that health workers expect money for vaccination services that are supposed to be given at no charge. When mothers were the decision-makers of the children’s vaccination, 80% of the children were fully vaccinated versus 69% when fathers were the decision-makers and 56% when other relatives were the decision-makers. Caregivers with high confidence in vaccination were more likely to have fully vaccinated children compared to caregivers with low confidence (78% versus 53%). For example, caregivers who thought vaccines are ‘very much’ safe were more likely to have fully vaccinated children than those who thought vaccines are ‘somewhat’ safe (76% versus 48%). Overall, 53% of caregivers perceived high level of community engagement, 41% perceived medium level of engagement, and 6% perceived low level of engagement. Perceiving high community engagement was associated with expressing high vaccination confidence (adjusted prevalence ratio (aPR) = 2.60; 95% confidence interval (CI) = 1.67-4.04) and having a fully vaccinated child (aPR = 1.67; 95% CI = 1.18-2.38). CONCLUSIONS: In these four low coverage districts in Sierra Leone, the perceived level of community engagement was strongly associated with vaccination confidence among caregivers and vaccination uptake among children. We have provided exploratory cross-sectional evidence to inform future longitudinal assessments to further investigate the potential causal effect of community engagement on vaccination confidence and uptake.",2022-02-26,"Jalloh, Mohamed F; Sengeh, Paul; Ibrahim, Ngobeh; Kulkarni, Shibani; Sesay, Tom; Eboh, Victor; Jalloh, Mohammad B; Abu Pratt, Samuel; Webber, Nance; Thomas, Harold; Kaiser, Reinhard; Singh, Tushar; Prybylski, Dimitri; Omer, Saad B; Brewer, Noel T; Wallace, Aaron S",Journal of global health,2022.0,363
s4kfza3o,MedRxiv; WHO,Is scaling-up COVID-19 testing cost-saving?,medrxiv,"The World Health Organization currently recommends that governments scale up testing for COVID-19 infection. We performed health economic analyses projecting whether the additional costs from screening would be offset by the avoided costs with hospitalizations. We analysed Portuguese COVID-19 data up until the 22nd March 2020, and estimated the additional number of cases that would be detected if different testing rates and frequencies of positive results would have been observed. We projected that, in most scenarios, the costs with scaling up COVID-19 tests would be lower than savings with hospitalization costs, rendering large scale testing cost-saving.",2020-03-27,"Sousa-Pinto, Bernardo; Fonseca, Joao Almeida; Costa-Pereira, Altamiro; Rocha-Goncalves, Francisco Nuno",Unknown,2020.0,96
8l57mnjt,Elsevier; Medline; PMC,Isolated severe thrombocytopenia in a patient with COVID-19: A case report,no-cc,"COVID-19 is known to cause serious respiratory symptoms and involvement of other body systems such as hematopoietic, neurological and the immune system. In this report, we described a case of a COVID-19 patient who presented with no pulmonary involvement but severe thrombocytopenia. She suffered from headache and malaise with no respiratory symptoms, fever or chills. Chest radiological imaging was unremarkable but, the laboratory results showed significant thrombocytopenia associated with relatively decreased lymphocytes. Based on her high-risk work environment, a reverse transcription polymerase chain reaction (RT-PCR) test was performed and SARS-CoV-2 RNA was detected in the nasopharyngeal swab. Complete blood count (CBC) of patient was re-checked during admission and platelet count showed rising trend up to normal levels. A narrow diagnostic approach where only febrile patients with pulmonary symptoms are evaluated for a COVID-19 diagnosis will result in many missed diagnoses; so it is important that physicians are familiar with atypical and rare presentations of COVID-19, such as isolated thrombocytopenia.",2020-05-29,"Sadr, Sara; SeyedAlinaghi, SeyedAhmad; Ghiasvand, Fereshteh; Hassan Nezhad, Malihe; Javadian, Nina; Hossienzade, Roghieh; Jafari, Fatemeh",IDCases,2020.0,159
3aria4cq,Medline; WHO,Patient reported experiences and treatment outcomes of orthodontic patients treated within secondary care settings in the South West of England during the COVID-19 pandemic.,unk,"OBJECTIVE To assess the impact of the temporary cessation of orthodontic services on patients undergoing treatment during the COVID-19 pandemic. DESIGN Two-phase multicentre service evaluation. SETTING Secondary care orthodontic departments in the South West of England. MATERIALS AND METHODS Phase 1 - Patient-Reported Experience Measure questionnaire (PREM). The questionnaire was distributed to patients who had undergone orthodontic treatment during the COVID-19 pandemic once services had resumed. Phase 2 - assessment of treatment outcomes, specifically with the Peer Assessment Rating (PAR) Index. A total of 280 PAR scores were obtained from a cohort of patients treated before and during the pandemic. RESULTS A total of 711 PREM questionnaires were completed. Participants generally felt relaxed when visiting secondary care settings, orthodontic departments and whilst wearing orthodontic appliances during the pandemic. Nearly 40% of participants were concerned that the pandemic would impact on their treatment, particularly treatment length. Treatment outcomes revealed that patients treated before and during the pandemic experienced percentage PAR score reductions of 83.9% and 80.6%, respectively. Patients receiving treatment during the pandemic experienced longer treatment durations of 126 days. CONCLUSION During the pandemic, low levels of anxiety were reported with respect to receiving orthodontic treatment in secondary care settings. Irrespective of the pandemic, a high standard of orthodontic treatment was provided. However, patient concerns regarding treatment length were justified.",2021-07-09,"Jopson, Jenifer L; Ellis, Pamela E; Jerreat, Amelia S; Kneafsey, Louise C; Moore, Matthew B; Day, Christian; Scott, Julia K; Griffiths, Helen; Lee, Tara Vn; Oliver, Graham R; Fowler, Peter V; Sherriff, Martyn; Ireland, Anthony J",Journal of orthodontics,2021.0,219
6cnuhajs,Medline; PMC,Improving Food Insecurity Education in Medical School Through Integrative Service Learning,cc-by-nc,"INTRODUCTION: The COVID-19 pandemic has left more than 38% of households food insecure in the United States. Improved education of food security topics in medical school can improve screening for food insecurity and improve health outcomes. The first aim of this study was to address if participation in an experiential integrative service learning program improved medical students’ understanding of food insecurity. The second aim was to compare knowledge of food insecurity between the general body of medical students and those who participated in the service learning program. METHODS: This was a cohort study at a large medical school in southeast Michigan in 2019–2020. We administered the Food Insecurity for Health Professionals (FISHP) survey to medical student participants; higher scores on the FISHP survey suggest higher knowledge and comfort with food security topics. We administered online Qualtrics surveys to the volunteer group before and after volunteering 12 hours at an urban farm. We also administered a one-time survey to a control group of medical students. We performed univariable and bivariable statistical analyses with StataSE 16. The study was exempted by the institutional IRB. RESULTS: Medical students in the volunteer group (n = 18) and the control group (n = 66) completed online surveys. Participants in the volunteer group had increased knowledge of food security after volunteering in the service learning program (p = .03). There was a statistically significant difference between the mean FISHP scores for the control group and the volunteer group (p = .001). CONCLUSION: Medical student participation in an experiential integrative service learning program improved knowledge of food security topics and increased comfort discussing food insecurity with patients, compared to students who did not participate. Experiential integrative service learning may improve holistic patient care through physician recognition of food insecurity and other social determinants of health.",2022-05-03,"Rea, Samantha; Jarodiya, Jay; Berschback, Madeline; Levine, Diane",J Med Educ Curric Dev,2022.0,298
isgqndz9,Medline; PMC,COVID-Well: Evaluation of the Implementation of Supported Wellbeing Centres for Hospital Employees during the COVID-19 Pandemic,cc-by,"Supported Wellbeing Centres have been set up in UK hospital trusts in an effort to mitigate the psychological impact of COVID-19 on healthcare workers, although the extent to which these are utilised and the barriers and facilitators to access are not known. The aim of the study was to determine facility usage and gather insight into employee wellbeing and the views of employees towards this provision. The study included (i) 17-week service use monitoring, (ii) employee online survey with measures of wellbeing, job stressfulness, presenteeism, turnover intentions, job satisfaction, and work engagement, as well as barriers and facilitators to accessing the Wellbeing Centres. Over 17 weeks, 14,934 facility visits were recorded across two sites (peak attendance in single week n = 2605). Facilities were highly valued, but the service model was resource intensive with 134 wellbeing buddies supporting the centres in pairs. 819 hospital employees completed an online survey (88% female; 37.7% working in COVID-19 high risk areas; 52.4% frontline workers; 55.2% had accessed a wellbeing centre). There was moderate-to-high job stress (62.9%), low wellbeing (26.1%), presenteeism (68%), and intentions to leave (31.6%). Wellbeing was higher in those that accessed a wellbeing centre. Work engagement and job satisfaction were high. Healthcare organisations are urged to mobilise access to high-quality rest spaces and psychological first aid, but this should be localised and diversified. Strategies to address presenteeism and staff retention should be prioritised, and the high dedication of healthcare workers should be recognised.",2020-12-15,"Blake, Holly; Yildirim, Mehmet; Wood, Ben; Knowles, Steph; Mancini, Helen; Coyne, Emma; Cooper, Joanne",Int J Environ Res Public Health,2020.0,242
5pe2rtmw,Medline; WHO,"Unheard voices: The impact of the COVID-19 pandemic on disordered eating in people with marginalized identities: Commentary on Devoe et al. (2022), Linardon et al. (2022) and Schneider et al. (2022)",unk,"Reviews by Devoe et al. (2022), Linardon et al. (2022), and Schneider et al. (2022) illustrate the profound impact the COVID-19 pandemic has had on people with eating disorders (EDs) or disordered eating (DE) and their families. However, there is a dearth of research on how the pandemic has affected individuals with marginalized identities, who have been historically underrepresented in ED/DE research. The few studies conducted to date suggest that people with marginalized identities, including people of color, LGBTQ + people, women, and people experiencing socioeconomic disadvantage, may have had even greater increases in EDs/DE than people without marginalized identities. In this Commentary, I discuss who is missing from research on EDs/DE during the COVID-19 pandemic, strategies for breaking down barriers to participation in research for diverse groups, and the implications of existing research findings for people with marginalized identities. Improved measurement of salient aspects of participants' identities and increased recruitment and retention of participants from diverse backgrounds is necessary to more fully understand the impact of the COVID-19 pandemic on all people affected by EDs and DE. Concurrently, increased access to affordable and culturally sensitive care is urgently required to meet the extensive treatment needs already documented.",,"Mikhail, Megan Elizabeth",Int. j. eat. disord,,198
